1403637137.088319 -0.001504 -0.006218 0.011937 0.818844 0.003594 0.573825 -0.014369
1403637137.188319 -0.006747 -0.003626 0.071569 0.803857 -0.005922 0.594477 -0.019362
1403637137.288319 -0.006193 -0.005345 0.087399 0.795630 -0.005265 0.605406 -0.020683
1403637137.388319 -0.005008 -0.008025 0.063896 0.790668 -0.002181 0.611872 -0.021238
1403637137.488319 -0.002090 -0.008280 0.007099 0.793079 0.001939 0.608736 -0.021522
1403637137.588319 -0.000634 -0.007983 -0.076073 0.802610 0.009923 0.596200 -0.016246
1403637137.688319 0.000770 -0.007585 -0.165638 0.818039 0.013571 0.574883 -0.011702
1403637137.788319 -0.000911 -0.003926 -0.246571 0.831327 0.015838 0.555190 -0.020229
1403637137.888319 -0.007098 -0.002375 -0.306278 0.840020 0.020255 0.541374 -0.029512
1403637137.988319 -0.012471 -0.003601 -0.330578 0.848628 0.026421 0.527328 -0.032506
1403637138.088319 -0.014531 -0.006197 -0.308159 0.855111 0.029326 0.516166 -0.038712
1403637138.188319 -0.012923 -0.010024 -0.240639 0.850622 0.037861 0.522634 -0.043169
1403637138.288319 -0.009911 -0.016076 -0.145828 0.835720 0.046693 0.546118 -0.033859
1403637138.388319 -0.008860 -0.018052 -0.048626 0.815437 0.041283 0.576596 -0.029925
1403637138.488319 -0.009270 -0.018057 0.029716 0.797838 0.033213 0.601489 -0.023725
1403637138.588319 -0.010389 -0.018772 0.071761 0.787040 0.028974 0.615740 -0.024332
1403637138.688319 -0.008351 -0.019703 0.068827 0.783753 0.029156 0.619672 -0.029795
1403637138.788319 -0.002159 -0.020181 0.025317 0.787072 0.028039 0.615154 -0.036290
1403637138.888319 0.006694 -0.019036 -0.048300 0.795806 0.026383 0.603880 -0.036400
1403637138.988319 0.014466 -0.015340 -0.136053 0.804538 0.028378 0.591583 -0.044073
1403637139.088319 0.026428 -0.008932 -0.221296 0.811430 0.031866 0.580082 -0.063800
1403637139.188319 0.023287 -0.003337 -0.290649 0.813838 0.034260 0.575319 -0.074178
1403637139.288319 0.025888 0.002882 -0.341525 0.815943 0.037911 0.571759 -0.076761
1403637139.388319 0.030048 0.006444 -0.370118 0.816796 0.043466 0.570292 -0.075640
1403637139.488319 0.031073 0.008560 -0.384216 0.815119 0.051554 0.571343 -0.080557
1403637139.588319 0.032333 0.011060 -0.392676 0.812116 0.054363 0.574761 -0.084627
1403637139.688319 0.033320 0.011896 -0.400172 0.809326 0.056308 0.578846 -0.082211
1403637139.788319 0.033025 0.009074 -0.409148 0.809717 0.051551 0.579698 -0.075173
1403637139.888319 0.031835 0.006048 -0.412363 0.804715 0.046148 0.587212 -0.074076
1403637139.988319 0.029461 0.001239 -0.414642 0.801261 0.032472 0.593685 -0.066813
1403637140.088319 0.025755 -0.002705 -0.415186 0.796838 0.020853 0.600932 -0.059122
1403637140.188319 0.022130 -0.004812 -0.414176 0.792054 0.014877 0.607781 -0.055065
1403637140.288319 0.020948 -0.006883 -0.415251 0.793063 0.012102 0.606719 -0.052878
1403637140.388319 0.021146 -0.008056 -0.416162 0.793793 0.006671 0.605949 -0.051705
1403637140.488319 0.020949 -0.008105 -0.416259 0.794587 0.005378 0.605037 -0.050322
1403637140.588319 0.020828 -0.007870 -0.416329 0.795022 0.004045 0.604468 -0.050421
