1403637150.08832 0.02635 -0.03622 -0.40774 0.83717 0.03602 0.54471 -0.03388
1403637150.18832 0.03472 -0.05255 -0.38932 0.84105 0.03908 0.53899 -0.02435
1403637150.28832 0.05153 -0.06827 -0.36405 0.83838 0.03695 0.54350 -0.01881
1403637150.38832 0.07553 -0.08348 -0.33383 0.83204 0.03225 0.55346 -0.01899
1403637150.48832 0.10424 -0.09790 -0.30435 0.82580 0.02882 0.56291 -0.01877
1403637150.58832 0.13421 -0.11208 -0.27698 0.82339 0.02587 0.56662 -0.01702
1403637150.68832 0.17234 -0.12267 -0.25800 0.82245 0.02297 0.56819 -0.01463
1403637150.78832 0.20592 -0.13650 -0.23615 0.82210 0.02205 0.56878 -0.01217
1403637150.88832 0.23884 -0.14983 -0.21401 0.81905 0.02135 0.57326 -0.00884
1403637150.98832 0.27060 -0.16179 -0.19482 0.81426 0.02094 0.58007 -0.00762
1403637151.08832 0.30400 -0.16843 -0.17584 0.81023 0.02248 0.58562 -0.00848
1403637151.18832 0.33506 -0.17964 -0.17198 0.80706 0.02494 0.58985 -0.01034
1403637151.38832 0.37312 -0.19810 -0.13323 0.81598 0.02103 0.57726 -0.02254
1403637151.68832 0.42990 -0.22928 -0.04031 0.81936 0.02714 0.57215 -0.02361
1403637151.98832 0.47816 -0.27563 0.01354 0.81997 0.03222 0.57104 -0.02309
1403637152.38832 0.57065 -0.32207 0.07732 0.82352 0.02656 0.56620 -0.02274
1403637152.78832 0.66028 -0.38925 0.06827 0.82102 0.02306 0.57006 -0.02069
1403637152.98832 0.70686 -0.43361 0.08619 0.81697 0.02318 0.57588 -0.01982
1403637153.28832 0.76845 -0.49429 0.10213 0.81899 0.02424 0.57317 -0.01177
1403637153.58832 0.83563 -0.54254 0.11470 0.82301 0.02543 0.56741 -0.00780
1403637153.78832 0.88460 -0.56787 0.14004 0.82030 0.02666 0.57124 -0.00893
1403637154.18832 0.98383 -0.62132 0.15911 0.82523 0.01824 0.56399 -0.02390
1403637154.28832 1.00940 -0.63161 0.14146 0.83003 0.00922 0.55653 -0.03525
1403637154.48832 1.06945 -0.66551 0.10159 0.82564 0.01328 0.56333 -0.02824
1403637154.58832 1.10128 -0.70107 0.08870 0.82326 0.01727 0.56705 -0.02015
1403637154.68832 1.13762 -0.72882 0.07102 0.82620 0.02203 0.56288 -0.00859
1403637154.78832 1.17545 -0.75615 0.05326 0.83019 0.01944 0.55714 0.00165
1403637154.88832 1.21708 -0.78272 0.03916 0.83284 0.00890 0.55339 0.00819
1403637154.98832 1.25494 -0.80909 0.03870 0.83429 -0.00107 0.55118 0.01288
1403637155.08832 1.31621 -0.83313 0.02810 0.83231 -0.01263 0.55384 0.01892
1403637155.18832 1.37332 -0.85515 0.03538 0.82653 -0.02585 0.56175 0.02463
1403637155.28832 1.43287 -0.87504 0.04919 0.82205 -0.03269 0.56771 0.02945
1403637155.38832 1.48536 -0.89451 0.07245 0.81796 -0.04071 0.57285 0.03364
1403637155.48832 1.54146 -0.91896 0.07877 0.81432 -0.05387 0.57645 0.04112
1403637155.58832 1.59883 -0.93607 0.08919 0.81228 -0.06921 0.57727 0.04662
1403637155.68832 1.65198 -0.95817 0.08676 0.81125 -0.08461 0.57649 0.04869
1403637155.78832 1.70569 -0.97643 0.06984 0.80939 -0.10082 0.57610 0.05313
1403637155.88832 1.75044 -1.00995 0.06300 0.80836 -0.11918 0.57320 0.06155
1403637155.98832 1.79719 -1.04193 0.04460 0.80749 -0.13811 0.56856 0.07499
1403637156.08832 1.84301 -1.07981 0.02971 0.80173 -0.15942 0.56971 0.08513
1403637156.18832 1.88135 -1.11935 0.01139 0.79500 -0.18236 0.57033 0.09720
1403637156.28832 1.91752 -1.16613 -0.00060 0.78837 -0.20471 0.56990 0.10858
1403637156.38832 1.95871 -1.21698 -0.01451 0.78245 -0.22701 0.56728 0.12012
1403637156.48832 1.97300 -1.26694 -0.02893 0.77605 -0.24855 0.56411 0.13325
1403637156.58832 1.99385 -1.32093 -0.05407 0.76974 -0.26670 0.56132 0.14590
1403637156.68832 2.01542 -1.38441 -0.06641 0.76305 -0.28412 0.55790 0.16055
1403637156.78832 2.03284 -1.44708 -0.09338 0.75929 -0.29743 0.55185 0.17457
1403637156.88832 2.04477 -1.51128 -0.12517 0.76063 -0.30535 0.54184 0.18605
1403637156.98832 2.05780 -1.58297 -0.16550 0.76352 -0.30883 0.53292 0.19406
1403637157.08832 2.06483 -1.64954 -0.20439 0.76555 -0.31215 0.52797 0.19427
1403637157.38832 2.10659 -1.86308 -0.28943 0.76328 -0.31883 0.53209 0.18063
1403637157.68832 2.11593 -2.12793 -0.29578 0.76195 -0.32037 0.53813 0.16499
1403637157.88832 2.11495 -2.33793 -0.26855 0.75842 -0.31226 0.54581 0.17143
1403637157.98832 2.10898 -2.44988 -0.26679 0.75717 -0.30655 0.54852 0.17843
1403637158.08832 2.09032 -2.54792 -0.25731 0.75744 -0.30063 0.54844 0.18739
1403637158.28832 2.06105 -2.78479 -0.23871 0.75625 -0.29978 0.54872 0.19266
1403637158.38832 2.04027 -2.88956 -0.21181 0.75258 -0.30819 0.54753 0.19711
1403637158.48832 2.01482 -3.00089 -0.20010 0.74603 -0.32156 0.54647 0.20350
1403637158.58832 1.98257 -3.11514 -0.20162 0.73689 -0.34108 0.54533 0.20804
1403637158.68832 1.94701 -3.22785 -0.20327 0.72686 -0.36187 0.54243 0.21563
1403637158.78832 1.90485 -3.33818 -0.21107 0.71908 -0.37966 0.53606 0.22677
1403637158.88832 1.85727 -3.44836 -0.22405 0.71631 -0.39205 0.52704 0.23544
1403637158.98832 1.80681 -3.55706 -0.23287 0.71728 -0.39631 0.51735 0.24657
1403637159.08832 1.75579 -3.66952 -0.23302 0.71779 -0.39900 0.51152 0.25283
1403637159.18832 1.70276 -3.78017 -0.23316 0.71478 -0.40372 0.51331 0.25021
1403637159.38832 1.59381 -4.00619 -0.24849 0.71234 -0.40821 0.51771 0.24064
1403637159.58832 1.47360 -4.23786 -0.28388 0.71838 -0.39991 0.51421 0.24414
1403637159.68832 1.41040 -4.35756 -0.30171 0.72258 -0.39437 0.51051 0.24846
1403637159.78832 1.34976 -4.48077 -0.31425 0.72447 -0.39044 0.50920 0.25184
1403637159.88832 1.28819 -4.60490 -0.32033 0.72363 -0.39069 0.50746 0.25729
1403637159.98832 1.22703 -4.72775 -0.32472 0.71899 -0.40201 0.50206 0.26339
1403637160.08832 1.16607 -4.85422 -0.33441 0.70666 -0.41685 0.50239 0.27290
1403637160.18832 1.10436 -4.97630 -0.34399 0.69153 -0.43474 0.50161 0.28490
1403637160.28832 1.03957 -5.09700 -0.35832 0.67760 -0.45397 0.49481 0.29990
1403637160.38832 0.97288 -5.21687 -0.37683 0.66299 -0.47510 0.48493 0.31553
1403637160.48832 0.90321 -5.33400 -0.40007 0.64895 -0.49620 0.47023 0.33398
1403637160.58832 0.83144 -5.45111 -0.42280 0.63513 -0.51726 0.45310 0.35178
1403637160.68832 0.76157 -5.56408 -0.45032 0.62265 -0.53624 0.43671 0.36611
1403637160.78832 0.69974 -5.67733 -0.47337 0.61562 -0.55015 0.42252 0.37394
1403637160.88832 0.64311 -5.78893 -0.49106 0.60957 -0.55941 0.41538 0.37808
1403637160.98832 0.59390 -5.90040 -0.49785 0.60598 -0.56765 0.41083 0.37653
1403637161.18832 0.49622 -6.13588 -0.47440 0.59193 -0.58171 0.42272 0.36407
